Student_ID,Age,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Collaboration_with_Peers_via_VR,Interest_in_Continuing_VR_Based_Learning,School_Support_for_VR_in_Curriculum,VR_Engagement_Score,Gender_Male,Gender_Non-binary,Gender_Prefer not to say,Grade_Level_Postgraduate,Grade_Level_Undergraduate,Field_of_Study_Business,Field_of_Study_Education,Field_of_Study_Engineering,Field_of_Study_Law,Field_of_Study_Medicine,Field_of_Study_Science,Subject_Biology,Subject_Computer Science,Subject_Economics,Subject_History,Subject_Math,Subject_Physics,Instructor_VR_Proficiency_Beginner,Instructor_VR_Proficiency_Intermediate,Stress_Level_with_VR_Usage_Low,Stress_Level_with_VR_Usage_Medium,Feedback_from_Educators_on_VR_Neutral,Feedback_from_Educators_on_VR_Positive,Region_Asia,Region_Europe,Region_North America,Region_Oceania,Region_South America,VR_Hours_Science,VR_Hours_Medicine,VR_Hours_Engineering,VR_Hours_Arts,VR_Hours_Business,VR_Hours_Education,VR_Hours_Law
STUD1819,29,False,0.3103325200240474,1.3863365360422413,False,-1.376806846231202,True,4,False,Yes,False,-0.62063457733316,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0
STUD1820,13,True,-0.32650827624939294,-0.7156596269653012,False,-1.376806846231202,False,1,False,Yes,False,-1.0982907425459563,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0
STUD1821,22,False,1.2655937144342078,1.3863365360422413,True,0.7396209764238533,False,1,True,Yes,True,1.7676462487308215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0
STUD1822,16,False,0.6287529181607675,0.6856711483730604,False,0.03414503553883489,True,5,False,Yes,True,0.49389647483003146,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,7,0,0,0,0,0
STUD1823,15,False,1.2655937144342078,1.3863365360422413,True,0.7396209764238533,True,1,True,Yes,False,1.7676462487308215,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0
STUD1824,19,True,0.3103325200240474,0.6856711483730604,True,-1.376806846231202,False,1,True,No,True,-0.7798532990707587,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0
STUD1825,28,False,-0.6449286743861131,0.6856711483730604,False,1.4450969173088717,True,2,False,No,True,1.7676462487308215,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0
STUD1826,22,False,-0.008087878112672791,1.3863365360422413,False,0.7396209764238533,True,5,False,Yes,False,1.7676462487308215,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,0,0
STUD1827,25,False,-0.6449286743861131,-0.014994239296120374,True,-0.6713309053461836,False,2,True,Yes,True,-0.4614158555955612,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
STUD1828,15,True,0.6287529181607675,-0.014994239296120374,True,-1.376806846231202,False,1,True,Yes,True,-0.9390720208083575,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0
STUD1829,16,False,-1.6001898687962735,-1.416325014634482,False,-1.376806846231202,True,1,False,No,False,-1.2575094642835551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
STUD1830,18,True,1.584014112570928,-0.7156596269653012,False,0.7396209764238533,False,4,True,Yes,False,-0.14297841212036366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0
STUD1831,18,True,0.9471733162974876,0.6856711483730604,True,1.4450969173088717,False,5,False,No,True,1.7676462487308215,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0
STUD1832,22,False,-0.6449286743861131,0.6856711483730604,False,-0.6713309053461836,False,4,True,No,True,-0.14297841212036366,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
STUD1833,24,True,0.6287529181607675,1.3863365360422413,True,0.7396209764238533,True,1,True,Yes,True,1.7676462487308215,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
STUD1834,28,False,-0.32650827624939294,-1.416325014634482,True,-0.6713309053461836,False,2,False,Yes,False,-1.0982907425459563,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
STUD1835,25,True,-1.6001898687962735,-0.7156596269653012,False,-0.6713309053461836,False,1,True,Yes,True,-0.7798532990707587,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
STUD1836,25,True,-0.9633490725228332,0.6856711483730604,False,0.03414503553883489,True,4,True,Yes,True,0.49389647483003146,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
STUD1837,29,True,-0.008087878112672791,0.6856711483730604,True,-0.6713309053461836,True,1,True,Yes,True,-0.14297841212036366,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0
STUD1838,30,False,0.6287529181607675,-0.7156596269653012,False,0.03414503553883489,True,4,False,Yes,True,-0.4614158555955612,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7
STUD1839,12,True,-0.32650827624939294,-0.014994239296120374,True,1.4450969173088717,True,2,False,Yes,True,0.9715526400428278,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0
STUD1840,29,False,-0.008087878112672791,-0.7156596269653012,True,0.7396209764238533,True,5,True,Yes,True,-0.14297841212036366,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
STUD1841,13,False,-0.008087878112672791,1.3863365360422413,True,0.7396209764238533,False,5,False,Yes,True,1.7676462487308215,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0
STUD1842,28,False,-1.6001898687962735,-1.416325014634482,False,1.4450969173088717,False,3,False,Yes,True,-0.62063457733316,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
STUD1843,12,True,-0.6449286743861131,-0.7156596269653012,True,-0.6713309053461836,False,5,True,Yes,True,-0.7798532990707587,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
STUD1844,23,True,-1.6001898687962735,-0.014994239296120374,False,0.7396209764238533,False,2,True,No,False,0.49389647483003146,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
STUD1845,29,False,0.9471733162974876,-0.014994239296120374,True,0.03414503553883489,False,5,True,Yes,False,0.016240309617235126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0
STUD1846,27,True,-1.6001898687962735,-0.014994239296120374,False,0.7396209764238533,True,3,False,Yes,False,0.49389647483003146,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
STUD1847,25,True,-1.6001898687962735,-0.014994239296120374,True,-0.6713309053461836,True,3,False,Yes,False,-0.4614158555955612,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
STUD1848,28,True,-0.008087878112672791,0.6856711483730604,False,1.4450969173088717,False,3,False,No,True,1.7676462487308215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
STUD1849,17,False,-1.6001898687962735,-0.014994239296120374,False,-0.6713309053461836,False,1,False,Yes,True,-0.4614158555955612,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
STUD1850,18,False,-1.6001898687962735,-0.014994239296120374,False,1.4450969173088717,True,4,True,No,True,0.9715526400428278,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
STUD1851,24,True,0.9471733162974876,-0.7156596269653012,False,1.4450969173088717,True,4,True,No,False,0.1754590313548339,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0
STUD1852,19,False,-0.9633490725228332,-0.014994239296120374,False,1.4450969173088717,True,5,False,Yes,False,0.9715526400428278,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0
STUD1853,13,True,-0.32650827624939294,-0.014994239296120374,True,1.4450969173088717,False,5,True,No,False,0.9715526400428278,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
STUD1854,21,False,-0.008087878112672791,-1.416325014634482,True,0.03414503553883489,True,2,False,Yes,True,-0.9390720208083575,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0
STUD1855,29,True,0.3103325200240474,-1.416325014634482,True,1.4450969173088717,False,2,False,No,True,-0.62063457733316,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0
STUD1856,23,True,0.9471733162974876,-0.014994239296120374,False,-0.6713309053461836,True,5,False,No,False,-0.4614158555955612,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0
STUD1857,22,True,-0.9633490725228332,1.3863365360422413,False,0.7396209764238533,False,5,False,Yes,False,1.7676462487308215,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0
STUD1858,19,True,0.3103325200240474,0.6856711483730604,False,0.7396209764238533,True,3,False,Yes,False,1.1307713617804265,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0
STUD1859,19,False,-0.9633490725228332,-0.014994239296120374,False,-1.376806846231202,True,3,False,No,False,-0.9390720208083575,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0
STUD1860,16,True,0.9471733162974876,-0.014994239296120374,False,-0.6713309053461836,False,4,True,Yes,True,-0.4614158555955612,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,0,0,0,0,0,0
STUD1861,20,True,0.6287529181607675,-0.014994239296120374,False,-1.376806846231202,True,3,False,Yes,False,-0.9390720208083575,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0
STUD1862,29,True,0.6287529181607675,-1.416325014634482,True,1.4450969173088717,True,3,False,Yes,True,-0.62063457733316,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0
STUD1863,24,True,-0.6449286743861131,0.6856711483730604,False,0.03414503553883489,False,4,True,Yes,False,0.49389647483003146,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
STUD1864,27,True,-0.008087878112672791,-1.416325014634482,True,1.4450969173088717,False,4,True,No,True,-0.62063457733316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
STUD1865,20,True,-0.32650827624939294,-0.7156596269653012,False,-0.6713309053461836,False,3,True,Yes,False,-0.7798532990707587,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0
STUD1866,27,False,-1.2817694706595533,-0.7156596269653012,False,-1.376806846231202,False,2,False,Yes,True,-1.0982907425459563,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
STUD1867,28,True,0.6287529181607675,-0.014994239296120374,True,0.03414503553883489,False,3,True,No,False,0.016240309617235126,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0
STUD1868,14,False,1.2655937144342078,0.6856711483730604,True,0.03414503553883489,True,2,False,No,False,0.49389647483003146,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0
STUD1869,30,False,-0.9633490725228332,0.6856711483730604,True,1.4450969173088717,True,3,True,Yes,True,1.7676462487308215,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
STUD1870,30,True,0.9471733162974876,1.3863365360422413,True,-0.6713309053461836,False,1,True,No,True,0.1754590313548339,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,8,0,0,0
STUD1871,30,True,1.2655937144342078,-1.416325014634482,False,0.03414503553883489,True,3,False,No,True,-0.9390720208083575,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0
STUD1872,17,False,1.584014112570928,1.3863365360422413,False,-1.376806846231202,False,5,False,Yes,False,-0.62063457733316,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
STUD1873,25,True,-0.6449286743861131,0.6856711483730604,True,0.7396209764238533,False,4,True,Yes,True,1.1307713617804265,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
STUD1874,15,True,-0.6449286743861131,-0.7156596269653012,False,0.7396209764238533,False,4,True,No,True,-0.14297841212036366,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0
STUD1875,21,False,-1.2817694706595533,0.6856711483730604,False,-1.376806846231202,False,2,True,No,True,-0.7798532990707587,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
STUD1876,27,False,0.6287529181607675,-1.416325014634482,True,-0.6713309053461836,False,1,True,Yes,True,-1.0982907425459563,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0
STUD1877,20,True,0.9471733162974876,-0.014994239296120374,False,-1.376806846231202,True,3,False,No,False,-0.9390720208083575,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,8,0,0,0,0,0
STUD1878,17,True,-0.32650827624939294,-0.014994239296120374,False,1.4450969173088717,False,5,True,Yes,True,0.9715526400428278,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0
STUD1879,21,True,0.3103325200240474,1.3863365360422413,False,-1.376806846231202,False,4,True,Yes,False,-0.62063457733316,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
STUD1880,25,True,-1.6001898687962735,-0.014994239296120374,True,-0.6713309053461836,True,2,False,No,False,-0.4614158555955612,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
STUD1881,23,False,0.9471733162974876,0.6856711483730604,False,0.7396209764238533,True,5,True,No,False,1.1307713617804265,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8
STUD1882,30,True,1.2655937144342078,-0.014994239296120374,True,1.4450969173088717,True,5,True,Yes,False,0.9715526400428278,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,9,0
STUD1883,12,True,1.584014112570928,-0.7156596269653012,False,0.03414503553883489,True,5,True,Yes,False,-0.4614158555955612,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0
STUD1884,20,False,1.584014112570928,-0.014994239296120374,True,0.7396209764238533,False,3,False,No,True,0.49389647483003146,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0
STUD1885,14,True,-0.9633490725228332,0.6856711483730604,False,-0.6713309053461836,False,1,False,Yes,True,-0.14297841212036366,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
STUD1886,30,False,-1.6001898687962735,1.3863365360422413,False,1.4450969173088717,False,3,True,Yes,False,2.5637398574188155,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
STUD1887,30,True,-0.008087878112672791,-0.7156596269653012,False,1.4450969173088717,False,3,False,Yes,False,0.1754590313548339,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
STUD1888,20,False,0.6287529181607675,-1.416325014634482,True,1.4450969173088717,True,5,False,Yes,True,-0.62063457733316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0
STUD1889,17,True,-1.2817694706595533,-0.7156596269653012,False,0.03414503553883489,True,1,False,No,True,-0.4614158555955612,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
STUD1890,21,False,0.6287529181607675,1.3863365360422413,True,0.03414503553883489,True,5,True,Yes,True,0.9715526400428278,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0
STUD1891,14,True,-1.2817694706595533,1.3863365360422413,True,-0.6713309053461836,False,5,False,Yes,False,0.1754590313548339,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
STUD1892,19,False,-1.6001898687962735,-0.7156596269653012,False,-1.376806846231202,False,5,True,No,False,-1.0982907425459563,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
STUD1893,30,True,-0.9633490725228332,-0.014994239296120374,True,-1.376806846231202,True,5,True,Yes,True,-0.9390720208083575,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
STUD1894,16,False,-1.6001898687962735,-1.416325014634482,False,0.7396209764238533,False,3,True,Yes,True,-0.7798532990707587,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
STUD1895,27,True,-0.32650827624939294,0.6856711483730604,True,0.03414503553883489,False,3,True,Yes,True,0.49389647483003146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
STUD1896,13,True,-1.6001898687962735,-0.7156596269653012,True,-0.6713309053461836,True,1,False,Yes,True,-0.7798532990707587,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
STUD1897,26,False,-0.008087878112672791,1.3863365360422413,True,0.7396209764238533,True,1,True,Yes,False,1.7676462487308215,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
STUD1898,13,False,-0.008087878112672791,1.3863365360422413,True,-0.6713309053461836,True,3,False,Yes,True,0.1754590313548339,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0
STUD1899,21,True,-0.32650827624939294,0.6856711483730604,False,-1.376806846231202,True,5,True,No,False,-0.7798532990707587,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0
STUD1900,14,True,1.584014112570928,-0.014994239296120374,False,1.4450969173088717,True,3,False,No,False,0.9715526400428278,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0
STUD1901,20,False,-0.6449286743861131,-0.7156596269653012,False,-0.6713309053461836,False,4,True,No,False,-0.7798532990707587,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0
STUD1902,15,True,0.9471733162974876,-0.7156596269653012,True,0.7396209764238533,False,5,False,Yes,False,-0.14297841212036366,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0
STUD1903,21,True,1.584014112570928,1.3863365360422413,True,0.03414503553883489,False,3,False,No,False,0.9715526400428278,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0
STUD1904,15,True,-1.2817694706595533,-0.014994239296120374,True,-0.6713309053461836,True,1,True,Yes,False,-0.4614158555955612,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
STUD1905,20,True,0.3103325200240474,-0.7156596269653012,False,1.4450969173088717,True,3,True,No,False,0.1754590313548339,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6,0
STUD1906,26,False,0.6287529181607675,-0.7156596269653012,True,0.03414503553883489,False,5,False,Yes,True,-0.4614158555955612,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7
STUD1907,14,False,-1.6001898687962735,-0.014994239296120374,True,1.4450969173088717,False,5,True,No,True,0.9715526400428278,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
STUD1908,13,False,0.9471733162974876,-0.014994239296120374,False,-0.6713309053461836,True,2,False,No,True,-0.4614158555955612,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0
STUD1909,14,False,-0.32650827624939294,-0.014994239296120374,False,1.4450969173088717,True,2,True,No,True,0.9715526400428278,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0
STUD1910,28,True,-1.2817694706595533,-0.7156596269653012,True,1.4450969173088717,False,1,False,No,False,0.1754590313548339,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
STUD1911,18,False,0.6287529181607675,1.3863365360422413,True,-1.376806846231202,False,5,False,No,True,-0.62063457733316,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0
STUD1912,14,True,-0.6449286743861131,-0.014994239296120374,False,-1.376806846231202,False,3,True,No,True,-0.9390720208083575,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3
STUD1913,19,True,-0.9633490725228332,1.3863365360422413,True,-1.376806846231202,True,1,False,No,False,-0.62063457733316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
STUD1914,27,True,0.9471733162974876,-0.014994239296120374,True,-0.6713309053461836,False,3,True,Yes,True,-0.4614158555955612,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0
STUD1915,29,True,0.3103325200240474,-0.7156596269653012,True,0.03414503553883489,False,1,True,Yes,False,-0.4614158555955612,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0
STUD1916,25,False,1.2655937144342078,-0.014994239296120374,True,1.4450969173088717,True,4,False,No,False,0.9715526400428278,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0
STUD1917,18,False,-1.6001898687962735,-0.014994239296120374,False,0.03414503553883489,False,1,True,No,True,0.016240309617235126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
STUD1918,29,False,-1.6001898687962735,-0.7156596269653012,False,0.7396209764238533,True,1,True,No,False,-0.14297841212036366,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STUD1919,29,True,1.584014112570928,-1.416325014634482,False,1.4450969173088717,True,4,True,Yes,False,-0.62063457733316,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0
STUD1920,12,True,-0.008087878112672791,-0.014994239296120374,False,0.03414503553883489,True,4,True,Yes,True,0.016240309617235126,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0
